turn,player,response,predicted_action,predicted_normalized,predicted_family,chaga_top1_action,chaga_family,chaga_top3_actions,teacher_accept_top3,top1_match,top3_match,relaxed_match
17,0,PLAY B2,Play W2,PLAY W2,PLAY,PLAY B2,PLAY,PLAY B2|PLAY B7,True,False,False,False
19,1,PLAY B1,Play B1,PLAY B1,PLAY,PLAY B1,PLAY,PLAY B1|PLAY B7,True,True,True,True
23,3,PLAY J2,Play W3,PLAY W3,PLAY,PLAY J2,PLAY,PLAY J2|PLAY W3,True,False,True,True
25,0,PLAY B5,Play W2,PLAY W2,PLAY,PLAY B5,PLAY,PLAY B5,True,False,False,False
27,1,PLAY B2,Play B2,PLAY B2,PLAY,PLAY B2,PLAY,PLAY B2|PLAY B7,True,True,True,True
31,3,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3|PLAY B6,True,True,True,True
34,1,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7,True,True,True,True
38,3,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3,True,True,True,True
42,1,PLAY T1,Play T7,PLAY T7,PLAY,PLAY T1,PLAY,PLAY T1|PLAY T7,True,False,True,True
46,3,PLAY B6,Play W7,PLAY W7,PLAY,PLAY B6,PLAY,PLAY B6|PLAY B1,True,False,False,False
48,0,PLAY T3,Play W6,PLAY W6,PLAY,PLAY T3,PLAY,PLAY T3,True,False,False,False
50,1,PLAY B4,Play B4,PLAY B4,PLAY,PLAY B4,PLAY,PLAY B4,False,True,True,True
54,3,PLAY W7,Play W7,PLAY W7,PLAY,PLAY W7,PLAY,PLAY W7|PLAY B1,False,True,True,True
55,0,CHI W7,Chi W8,CHI W8,CHI,CHI W7,CHI,CHI W7,False,False,False,False
57,1,PLAY B8,Play B8,PLAY B8,PLAY,PLAY B8,PLAY,PLAY B8,False,True,True,True
61,3,PLAY B8,Play W6,PLAY W6,PLAY,PLAY B8,PLAY,PLAY B8|PLAY W6,False,False,True,False
63,0,PLAY T9,Play W8,PLAY W8,PLAY,PLAY T9,PLAY,PLAY T9,False,False,False,False
65,1,PLAY B5,Play B5,PLAY B5,PLAY,PLAY B5,PLAY,PLAY B5,False,True,True,True
69,3,PLAY T9,Play W6,PLAY W6,PLAY,PLAY T9,PLAY,PLAY T9|PLAY B1|PLAY W6,False,False,True,False
71,0,PLAY F3,Play W8,PLAY W8,PLAY,PLAY F3,PLAY,PLAY F3,False,False,False,False
73,1,PLAY J1,Play J1,PLAY J1,PLAY,PLAY J1,PLAY,PLAY J1,False,True,True,True
77,3,PLAY B1,Play W6,PLAY W6,PLAY,PLAY B1,PLAY,PLAY B1|PLAY W6|PLAY W9,False,False,True,False
81,1,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3,False,True,True,True
85,3,PLAY B9,Play W4,PLAY W4,PLAY,PLAY B9,PLAY,PLAY B9|PLAY J3|PLAY W6,False,False,False,False
87,0,PLAY F4,Play F4,PLAY F4,PLAY,PLAY F4,PLAY,PLAY F4,False,True,True,True
89,1,PLAY B3,Play B3,PLAY B3,PLAY,PLAY B3,PLAY,PLAY B3|PLAY T7,False,True,True,True
93,3,PLAY B9,Play W1,PLAY W1,PLAY,PLAY B9,PLAY,PLAY B9|PLAY B3|PLAY J3,False,False,False,False
97,1,PLAY B2,Play B2,PLAY B2,PLAY,PLAY B2,PLAY,PLAY B2,False,True,True,True
101,3,PLAY B3,Play W1,PLAY W1,PLAY,PLAY B3,PLAY,PLAY B3|PLAY J3,False,False,False,False
103,0,PLAY B4,Play B4,PLAY B4,PLAY,PLAY B4,PLAY,PLAY B4,False,True,True,True
105,1,PLAY T9,Play T9,PLAY T9,PLAY,PLAY T9,PLAY,PLAY T9,False,True,True,True
109,3,PLAY F3,Play W1,PLAY W1,PLAY,PLAY F3,PLAY,PLAY F3|PLAY B3|PLAY J3,False,False,False,False
113,1,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5|PLAY T7,False,True,True,True
114,0,HU,Hu,HU,HU,HU,HU,HU,False,True,True,True
2,0,PLAY F4,Play T9,PLAY T9,PLAY,PLAY F4,PLAY,PLAY F4|PLAY F2|PLAY T9,True,False,True,True
4,1,PLAY T5,Play W5,PLAY W5,PLAY,PLAY T5,PLAY,PLAY T5|PLAY T9|PLAY W5,True,False,True,True
10,0,PLAY F2,Play T3,PLAY T3,PLAY,PLAY F2,PLAY,PLAY F2|PLAY B9,True,False,False,False
12,1,PLAY B8,Play W5,PLAY W5,PLAY,PLAY B8,PLAY,PLAY B8|PLAY B6|PLAY W5,True,False,True,True
18,0,PLAY W1,Play T3,PLAY T3,PLAY,PLAY W1,PLAY,PLAY W1|PLAY T9|PLAY T6,True,False,False,False
20,1,PLAY F4,Play W5,PLAY W5,PLAY,PLAY F4,PLAY,PLAY F4|PLAY F1|PLAY B6,True,False,False,False
25,0,PLAY T9,Play T6,PLAY T6,PLAY,PLAY T9,PLAY,PLAY T9|PLAY T6,True,False,True,True
27,1,PLAY F1,Play W5,PLAY W5,PLAY,PLAY F1,PLAY,PLAY F1|PLAY J3|PLAY T1,True,False,False,False
33,0,PLAY T6,Play T2,PLAY T2,PLAY,PLAY T6,PLAY,PLAY T6,True,False,False,False
35,1,PLAY J3,Play T1,PLAY T1,PLAY,PLAY J3,PLAY,PLAY J3|PLAY B1|PLAY T1,True,False,True,True
40,1,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
46,0,PLAY B9,Play T2,PLAY T2,PLAY,PLAY B9,PLAY,PLAY B9|PLAY T2,True,False,True,True
48,1,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY B9,False,True,True,True
53,0,PLAY T2,Play W4,PLAY W4,PLAY,PLAY T2,PLAY,PLAY T2|PLAY W4,False,False,True,False
55,1,PLAY B9,Play T6,PLAY T6,PLAY,PLAY B9,PLAY,PLAY B9|PLAY T9|PLAY T6,False,False,True,False
61,0,PLAY J1,Play J1,PLAY J1,PLAY,PLAY J1,PLAY,PLAY J1,False,True,True,True
63,1,PLAY J3,Play T6,PLAY T6,PLAY,PLAY J3,PLAY,PLAY J3|PLAY J1,False,False,False,False
69,0,PLAY B6,Play B6,PLAY B6,PLAY,PLAY B6,PLAY,PLAY B6|PLAY T3,False,True,True,True
71,1,PLAY W7,Play W7,PLAY W7,PLAY,PLAY W7,PLAY,PLAY W7|PLAY T9,False,True,True,True
76,0,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6,False,True,True,True
78,1,PLAY F1,Play T6,PLAY T6,PLAY,PLAY F1,PLAY,PLAY F1,False,False,False,False
87,1,PLAY T9,Play T9,PLAY T9,PLAY,PLAY T9,PLAY,PLAY T9|PLAY T8|PLAY W5,False,True,True,True
95,1,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9|PLAY T8|PLAY W5,False,True,True,True
103,1,PLAY T8,Play W3,PLAY W3,PLAY,PLAY T8,PLAY,PLAY T8|PLAY W5|PLAY W3,False,False,True,False
111,1,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5|PLAY W3,False,True,True,True
119,1,PLAY T5,Play T5,PLAY T5,PLAY,PLAY T5,PLAY,PLAY T5,False,True,True,True
126,1,HU,Hu,HU,HU,HU,HU,HU|CHI W4|PASS,False,True,True,True
2,0,PLAY F2,Play W5,PLAY W5,PLAY,PLAY F2,PLAY,PLAY F2|PLAY F3|PLAY F1,True,False,False,False
8,3,PLAY W8,Play W2,PLAY W2,PLAY,PLAY W8,PLAY,PLAY W8|PLAY B2|PLAY W2,True,False,True,True
10,0,PLAY F1,Play W5,PLAY W5,PLAY,PLAY F1,PLAY,PLAY F1|PLAY F3,True,False,False,False
16,3,PLAY B2,Play W2,PLAY W2,PLAY,PLAY B2,PLAY,PLAY B2|PLAY F2|PLAY W2,True,False,True,True
18,0,PLAY F3,Play W5,PLAY W5,PLAY,PLAY F3,PLAY,PLAY F3,True,False,False,False
24,3,PLAY F2,Play T2,PLAY T2,PLAY,PLAY F2,PLAY,PLAY F2|PLAY J3|PLAY F4,True,False,False,False
26,0,PLAY W9,Play W5,PLAY W5,PLAY,PLAY W9,PLAY,PLAY W9,True,False,False,False
32,3,PLAY J3,Play T2,PLAY T2,PLAY,PLAY J3,PLAY,PLAY J3|PLAY T8|PLAY J1,True,False,False,False
35,3,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY T8|PLAY T2,True,True,True,True
37,0,PLAY B8,Play W5,PLAY W5,PLAY,PLAY B8,PLAY,PLAY B8|PLAY W5|PLAY T2,True,False,True,True
42,3,CHI T5,Chi T5,CHI T5,CHI,CHI T5,CHI,CHI T5,False,True,True,True
44,0,PLAY F1,Play W5,PLAY W5,PLAY,PLAY F1,PLAY,PLAY F1,True,False,False,False
50,3,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8|PLAY B5,False,True,True,True
52,0,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5|PLAY T7|PLAY B6,False,True,True,True
57,3,PLAY B9,Play B5,PLAY B5,PLAY,PLAY B9,PLAY,PLAY B9|PLAY B5,False,False,True,False
59,0,PLAY B6,Play T7,PLAY T7,PLAY,PLAY B6,PLAY,PLAY B6|PLAY T6,False,False,False,False
65,3,PLAY B5,Play F4,PLAY F4,PLAY,PLAY B5,PLAY,PLAY B5|PLAY B6,False,False,False,False
67,0,PLAY B6,Play T7,PLAY T7,PLAY,PLAY B6,PLAY,PLAY B6,False,False,False,False
73,3,PLAY T6,Play T6,PLAY T6,PLAY,PLAY T6,PLAY,PLAY T6|PLAY B6,False,True,True,True
75,0,PLAY F1,Play F1,PLAY F1,PLAY,PLAY F1,PLAY,PLAY F1,False,True,True,True
81,3,PLAY B6,Play B6,PLAY B6,PLAY,PLAY B6,PLAY,PLAY B6,False,True,True,True
83,0,PLAY B9,Play B9,PLAY B9,PLAY,PLAY B9,PLAY,PLAY B9,False,True,True,True
6,2,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY T8|PLAY F4,True,True,True,True
8,3,PLAY F4,Play T3,PLAY T3,PLAY,PLAY F4,PLAY,PLAY F4|PLAY F2|PLAY T7,True,False,False,False
14,2,PLAY T8,Play T1,PLAY T1,PLAY,PLAY T8,PLAY,PLAY T8|PLAY T1|PLAY F4,True,False,True,True
16,3,PLAY F2,Play T7,PLAY T7,PLAY,PLAY F2,PLAY,PLAY F2|PLAY J1|PLAY J3,True,False,False,False
21,2,CHI W5,Chi W5,CHI W5,CHI,CHI W5,CHI,CHI W5,False,True,True,True
23,3,PLAY J1,Play W7,PLAY W7,PLAY,PLAY J1,PLAY,PLAY J1|PLAY J3,True,False,False,False
26,2,PLAY F1,Play B1,PLAY B1,PLAY,PLAY F1,PLAY,PLAY F1|PLAY B5,True,False,False,False
28,3,PLAY J3,Play W9,PLAY W9,PLAY,PLAY J3,PLAY,PLAY J3,True,False,False,False
33,2,PLAY B5,Play B1,PLAY B1,PLAY,PLAY B5,PLAY,PLAY B5|PLAY F3,True,False,False,False
35,3,PLAY T9,Play W1,PLAY W1,PLAY,PLAY T9,PLAY,PLAY T9|PLAY W9|PLAY W7,True,False,False,False
39,2,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6|PLAY B1,True,True,True,True
41,3,PLAY T7,Play W7,PLAY W7,PLAY,PLAY T7,PLAY,PLAY T7|PLAY B4,True,False,False,False
47,2,PLAY F1,Play F1,PLAY F1,PLAY,PLAY F1,PLAY,PLAY F1,False,True,True,True
49,3,PLAY T2,Play W7,PLAY W7,PLAY,PLAY T2,PLAY,PLAY T2|PLAY B4|PLAY W9,False,False,False,False
56,3,CHI B3,Chi B3,CHI B3,CHI,CHI B3,CHI,CHI B3,False,True,True,True
62,2,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3,False,True,True,True
64,3,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4|PLAY W9,False,True,True,True
70,2,PLAY T6,Play T6,PLAY T6,PLAY,PLAY T6,PLAY,PLAY T6,False,True,True,True
72,3,PLAY J2,Play J2,PLAY J2,PLAY,PLAY J2,PLAY,PLAY J2,False,True,True,True
2,0,PLAY J2,Play W6,PLAY W6,PLAY,PLAY J2,PLAY,PLAY J2|PLAY W6,True,False,True,True
8,3,PLAY B5,Play W6,PLAY W6,PLAY,PLAY B5,PLAY,PLAY B5|PLAY J2|PLAY W6,True,False,True,True
9,0,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
14,3,PLAY W6,Play W2,PLAY W2,PLAY,PLAY W6,PLAY,PLAY W6|PLAY J2,True,False,False,False
16,0,PLAY B8,Play T5,PLAY T5,PLAY,PLAY B8,PLAY,PLAY B8|PLAY T5,True,False,True,True
22,3,PLAY F4,Play T9,PLAY T9,PLAY,PLAY F4,PLAY,PLAY F4|PLAY J2|PLAY J1,True,False,False,False
24,0,PLAY J1,Play T5,PLAY T5,PLAY,PLAY J1,PLAY,PLAY J1|PLAY T5,True,False,True,True
30,3,PLAY J1,Play T9,PLAY T9,PLAY,PLAY J1,PLAY,PLAY J1|PLAY J2|PLAY F3,True,False,False,False
32,0,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4,True,True,True,True
36,3,PLAY J2,Play W2,PLAY W2,PLAY,PLAY J2,PLAY,PLAY J2|PLAY F3,True,False,False,False
38,0,PLAY T5,Play W2,PLAY W2,PLAY,PLAY T5,PLAY,PLAY T5|PLAY W2,True,False,True,True
43,3,CHI W8,Chi W8,CHI W8,CHI,CHI W8,CHI,CHI W8|PASS,False,True,True,True
45,0,PLAY F4,Play W2,PLAY W2,PLAY,PLAY F4,PLAY,PLAY F4|PLAY W2,False,False,True,False
51,3,PLAY B9,Play T9,PLAY T9,PLAY,PLAY B9,PLAY,PLAY B9|PLAY T9|PLAY W4,False,False,True,False
53,0,PLAY B9,Play W2,PLAY W2,PLAY,PLAY B9,PLAY,PLAY B9|PLAY W2,False,False,True,False
62,3,PLAY T9,Play T4,PLAY T4,PLAY,PLAY T9,PLAY,PLAY T9|PLAY W4,False,False,False,False
64,0,PLAY F1,Play W2,PLAY W2,PLAY,PLAY F1,PLAY,PLAY F1|PLAY W2,False,False,True,False
70,3,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8|PLAY T4,False,True,True,True
72,0,PLAY T2,Play W2,PLAY W2,PLAY,PLAY T2,PLAY,PLAY T2|PLAY W2,False,False,True,False
78,3,PLAY T8,Play T4,PLAY T4,PLAY,PLAY T8,PLAY,PLAY T8|PLAY T4,False,False,True,False
80,0,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY W2,False,True,True,True
86,3,PLAY T9,Play T4,PLAY T4,PLAY,PLAY T9,PLAY,PLAY T9,False,False,False,False
88,0,PLAY B2,Play W2,PLAY W2,PLAY,PLAY B2,PLAY,PLAY B2|PLAY W2,False,False,True,False
94,3,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4|PLAY B1,False,True,True,True
96,0,PLAY T1,Play W2,PLAY W2,PLAY,PLAY T1,PLAY,PLAY T1|PLAY W2,False,False,True,False
101,3,PLAY B6,Play T6,PLAY T6,PLAY,PLAY B6,PLAY,PLAY B6|PLAY T1|PLAY T6,False,False,True,False
103,0,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY W2,False,True,True,True
109,3,PLAY T6,Play T6,PLAY T6,PLAY,PLAY T6,PLAY,PLAY T6|PLAY T1|PLAY B1,False,True,True,True
111,0,PLAY T8,Play W2,PLAY W2,PLAY,PLAY T8,PLAY,PLAY T8|PLAY W2,False,False,True,False
117,3,PLAY B1,Play B1,PLAY B1,PLAY,PLAY B1,PLAY,PLAY B1|PLAY B3|PLAY T1,False,True,True,True
119,0,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY W2,False,True,True,True
125,3,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6|PLAY T1,False,True,True,True
127,0,PLAY W3,Play W2,PLAY W2,PLAY,PLAY W3,PLAY,PLAY W3|PLAY W2,False,False,True,False
133,3,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8,False,True,True,True
135,0,PLAY B8,Play W2,PLAY W2,PLAY,PLAY B8,PLAY,PLAY B8|PLAY W2,False,False,True,False
6,2,PLAY F1,Play W2,PLAY W2,PLAY,PLAY F1,PLAY,PLAY F1|PLAY F2|PLAY B8,True,False,False,False
8,3,PLAY F2,Play W1,PLAY W1,PLAY,PLAY F2,PLAY,PLAY F2|PLAY J3,True,False,False,False
17,2,PLAY F2,Play B3,PLAY B3,PLAY,PLAY F2,PLAY,PLAY F2|PLAY J1,True,False,False,False
19,3,PLAY J3,Play W1,PLAY W1,PLAY,PLAY J3,PLAY,PLAY J3|PLAY J2,True,False,False,False
23,2,CHI W2,Chi W2,CHI W2,CHI,CHI W2,CHI,CHI W2|PASS,False,True,True,True
25,3,PLAY F3,Play W1,PLAY W1,PLAY,PLAY F3,PLAY,PLAY F3|PLAY J2,True,False,False,False
31,2,PLAY J1,Play B3,PLAY B3,PLAY,PLAY J1,PLAY,PLAY J1|PLAY J3|PLAY F3,True,False,False,False
33,3,PLAY J2,Play W1,PLAY W1,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
38,2,PLAY J3,Play W9,PLAY W9,PLAY,PLAY J3,PLAY,PLAY J3|PLAY F3,True,False,False,False
40,3,PLAY T1,Play W1,PLAY W1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY W1,True,False,True,True
45,2,CHI B8,Chi B8,CHI B8,CHI,CHI B8,CHI,CHI B8|PASS,False,True,True,True
47,3,PLAY F3,Play W1,PLAY W1,PLAY,PLAY F3,PLAY,PLAY F3,True,False,False,False
53,2,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8|PLAY B3|PLAY W9,False,True,True,True
55,3,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY W2,False,True,True,True
61,2,PLAY J2,Play J2,PLAY J2,PLAY,PLAY J2,PLAY,PLAY J2,False,True,True,True
63,3,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY T2,False,True,True,True
69,2,PLAY B3,Play B3,PLAY B3,PLAY,PLAY B3,PLAY,PLAY B3,False,True,True,True
70,3,CHI B2,Chi B3,CHI B3,CHI,CHI B2,CHI,CHI B2|CHI B3|PASS,False,False,True,False
75,2,PLAY B1,Play B1,PLAY B1,PLAY,PLAY B1,PLAY,PLAY B1,False,True,True,True
77,3,PLAY B7,Play B6,PLAY B6,PLAY,PLAY B7,PLAY,PLAY B7|PLAY T5,False,False,False,False
82,2,HU,Hu,HU,HU,HU,HU,HU|CHI T5,False,True,True,True
4,1,PLAY J1,Play W6,PLAY W6,PLAY,PLAY J1,PLAY,PLAY J1|PLAY F2,True,False,False,False
6,2,PLAY F4,Play W3,PLAY W3,PLAY,PLAY F4,PLAY,PLAY F4|PLAY J3,True,False,False,False
12,1,PLAY F2,Play W6,PLAY W6,PLAY,PLAY F2,PLAY,PLAY F2|PLAY T1,True,False,False,False
13,2,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
19,1,PLAY T1,Play W4,PLAY W4,PLAY,PLAY T1,PLAY,PLAY T1|PLAY B2,True,False,False,False
21,2,PLAY T9,Play W1,PLAY W1,PLAY,PLAY T9,PLAY,PLAY T9|PLAY W9|PLAY B1,True,False,False,False
25,1,PLAY J1,Play W4,PLAY W4,PLAY,PLAY J1,PLAY,PLAY J1|PLAY B2,True,False,False,False
27,2,PLAY F3,Play W1,PLAY W1,PLAY,PLAY F3,PLAY,PLAY F3|PLAY T4|PLAY B1,True,False,False,False
32,1,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY B2,True,True,True,True
37,1,PLAY T1,Play W4,PLAY W4,PLAY,PLAY T1,PLAY,PLAY T1,True,False,False,False
39,2,PLAY B1,Play W1,PLAY W1,PLAY,PLAY B1,PLAY,PLAY B1|PLAY W5|PLAY T4,True,False,False,False
44,1,PLAY J1,Play W4,PLAY W4,PLAY,PLAY J1,PLAY,PLAY J1,False,False,False,False
46,2,PLAY B2,Play W1,PLAY W1,PLAY,PLAY B2,PLAY,PLAY B2|PLAY W5|PLAY T7,True,False,False,False
52,1,PLAY J1,Play W4,PLAY W4,PLAY,PLAY J1,PLAY,PLAY J1|PLAY B2,False,False,False,False
54,2,PLAY T7,Play T4,PLAY T4,PLAY,PLAY T7,PLAY,PLAY T7|PLAY T4|PLAY B7,False,False,True,False
60,1,PLAY B2,Play W4,PLAY W4,PLAY,PLAY B2,PLAY,PLAY B2,False,False,False,False
62,2,PLAY W9,Play W1,PLAY W1,PLAY,PLAY W9,PLAY,PLAY W9|PLAY W8|PLAY W1,False,False,True,False
65,2,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
69,1,PLAY F3,Play W4,PLAY W4,PLAY,PLAY F3,PLAY,PLAY F3,False,False,False,False
71,2,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY W5,False,True,True,True
77,1,PLAY T7,Play T4,PLAY T4,PLAY,PLAY T7,PLAY,PLAY T7|PLAY W2,False,False,False,False
79,2,PLAY W9,Play W5,PLAY W5,PLAY,PLAY W9,PLAY,PLAY W9,False,False,False,False
85,1,PLAY F1,Play B6,PLAY B6,PLAY,PLAY F1,PLAY,PLAY F1,False,False,False,False
87,2,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5,False,True,True,True
93,1,PLAY W2,Play B6,PLAY B6,PLAY,PLAY W2,PLAY,PLAY W2|PLAY B5|PLAY B6,False,False,True,False
95,2,PLAY W7,Play W7,PLAY W7,PLAY,PLAY W7,PLAY,PLAY W7,False,True,True,True
101,1,PLAY B5,Play W4,PLAY W4,PLAY,PLAY B5,PLAY,PLAY B5|PLAY W4,False,False,True,False
102,2,CHI B6,Chi B6,CHI B6,CHI,CHI B6,CHI,CHI B6,False,True,True,True
108,1,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4,False,True,True,True
2,0,PLAY F4,Play T9,PLAY T9,PLAY,PLAY F4,PLAY,PLAY F4|PLAY F1,True,False,False,False
4,1,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5|PLAY T5|PLAY W9,True,True,True,True
10,0,PLAY F1,Play T1,PLAY T1,PLAY,PLAY F1,PLAY,PLAY F1|PLAY J2,True,False,False,False
12,1,PLAY T5,Play W9,PLAY W9,PLAY,PLAY T5,PLAY,PLAY T5|PLAY B2,True,False,False,False
17,1,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
23,0,PLAY J2,Play W2,PLAY W2,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
25,1,PLAY B3,Play W9,PLAY W9,PLAY,PLAY B3,PLAY,PLAY B3|PLAY T2,True,False,False,False
30,0,PLAY T1,Play W2,PLAY W2,PLAY,PLAY T1,PLAY,PLAY T1,True,False,False,False
32,1,PLAY T7,Play W9,PLAY W9,PLAY,PLAY T7,PLAY,PLAY T7|PLAY T2,True,False,False,False
38,0,PLAY F3,Play W2,PLAY W2,PLAY,PLAY F3,PLAY,PLAY F3,True,False,False,False
40,1,PLAY B8,Play W9,PLAY W9,PLAY,PLAY B8,PLAY,PLAY B8|PLAY T2,True,False,False,False
46,0,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY T9|PLAY T3,True,True,True,True
48,1,PLAY T2,Play W9,PLAY W9,PLAY,PLAY T2,PLAY,PLAY T2|PLAY B9,False,False,False,False
53,0,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4,False,True,True,True
55,1,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9|PLAY T2|PLAY T7,False,True,True,True
64,0,PLAY B9,Play B7,PLAY B7,PLAY,PLAY B9,PLAY,PLAY B9|PLAY W6,False,False,False,False
66,1,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY F2|PLAY T7,False,True,True,True
72,0,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6|PLAY W8,False,True,True,True
74,1,PLAY T2,Play F2,PLAY F2,PLAY,PLAY T2,PLAY,PLAY T2|PLAY T7|PLAY T1,False,False,False,False
2,0,PLAY B9,Play B2,PLAY B2,PLAY,PLAY B9,PLAY,PLAY B9,True,False,False,False
6,2,PLAY F3,Play W5,PLAY W5,PLAY,PLAY F3,PLAY,PLAY F3|PLAY W9|PLAY T4,True,False,False,False
10,0,PLAY J3,Play B2,PLAY B2,PLAY,PLAY J3,PLAY,PLAY J3,True,False,False,False
14,2,PLAY W9,Play W5,PLAY W5,PLAY,PLAY W9,PLAY,PLAY W9,True,False,False,False
18,0,PLAY B2,Play W1,PLAY W1,PLAY,PLAY B2,PLAY,PLAY B2|PLAY B5,True,False,False,False
22,2,PLAY T7,Play W3,PLAY W3,PLAY,PLAY T7,PLAY,PLAY T7|PLAY W6|PLAY W3,True,False,True,True
26,0,PLAY B5,Play B5,PLAY B5,PLAY,PLAY B5,PLAY,PLAY B5,True,True,True,True
28,2,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
32,0,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY T5|PLAY W8,True,True,True,True
36,2,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9,True,True,True,True
40,0,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7,True,True,True,True
44,2,PLAY W3,Play B3,PLAY B3,PLAY,PLAY W3,PLAY,PLAY W3,True,False,False,False
48,0,PLAY T9,Play T2,PLAY T2,PLAY,PLAY T9,PLAY,PLAY T9|PLAY T2,False,False,True,False
52,2,PLAY W3,Play B3,PLAY B3,PLAY,PLAY W3,PLAY,PLAY W3|PLAY W5,False,False,False,False
56,0,PLAY T9,Play T2,PLAY T2,PLAY,PLAY T9,PLAY,PLAY T9|PLAY T2,False,False,True,False
60,2,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5,False,True,True,True
64,0,PLAY T7,Play T7,PLAY T7,PLAY,PLAY T7,PLAY,PLAY T7|PLAY T2,False,True,True,True
67,0,HU,Hu,HU,HU,HU,HU,HU|PASS,False,True,True,True
4,1,PLAY J1,Play W5,PLAY W5,PLAY,PLAY J1,PLAY,PLAY J1|PLAY W9|PLAY T8,True,False,False,False
8,3,PLAY F2,Play W1,PLAY W1,PLAY,PLAY F2,PLAY,PLAY F2|PLAY F4|PLAY W8,True,False,False,False
12,1,PLAY J1,Play W5,PLAY W5,PLAY,PLAY J1,PLAY,PLAY J1,True,False,False,False
16,3,PLAY T9,Play W8,PLAY W8,PLAY,PLAY T9,PLAY,PLAY T9|PLAY B6|PLAY T3,True,False,False,False
20,1,PLAY W9,Play W5,PLAY W5,PLAY,PLAY W9,PLAY,PLAY W9|PLAY W5,True,False,True,True
